artista_id,listeners,playcount,artistas_similares
24,1263218,41637835,"Daphni, Four Tet, Tourist"
30,1015954,37073933,"Helios, Emancipator, Yppah"
378,100539,2927221,"Collapse Under the Empire, I Hear Sirens, Tides From Nebula"
889,2003069,81423647,"Judas Priest, Saxon, Black Sabbath"
372,108417,1223765,"Manuel Carrasco, Antonio José, Malú"
766,2046030,107539783,"Foals, Broken Bells, Lewis Del Mar"
758,80674,1214069,NULL
25,841935,29440480,"JennyLee, TT, Poliça"
388,3450,25091,"Siloé, ELYELLA, Embusteros"
471,36194,768942,"Steven Osborne, András Schiff, Marc-André Hamelin"
298,3120,35083,"Tiramizú, Cleo y Cuquín - Familia Telerín, Abc Spanish in Motion"
714,234202,12741567,"フジファブリック, Mr.Children, スピッツ"
468,4003,41781,"Ambkor, Club 4, Rafa Espino"
731,388,1837,"Beauty and the Beast: A 30th Celebration - Cast, Elvis Presley, Vários intérpretes"
246,54082,834366,"Bryant Myers, Casper Magico, Gigolo y La Exce"
598,53136,635848,"Travis Denning, Cody Johnson, Jordan Davis"
351,22955,189380,"KENJI KIHARA, Shuta Yasukochi, Warmth"
663,68199,1652329,"Chris Tomlin, Matt Maher, Matt Redman"
296,22410,470167,"Eladio Carrión, Tini, Angela Torres"
253,41277,483794,"Jossef, Los Audio Kimikos, Omy de Oro"
199,300730,4358523,"Sech, Chris Jedi, Justin Quiles"
552,5025,19313,"Patrick Pulsinger, Kennebec, Alfa Mist, Keizan, Mono:Massive"
57,1047857,20198055,"Marsmobil, Soma Sonic, Berry Weight"
610,3648121,110366298,"Theory of a Deadman, Hinder, 3 Doors Down"
877,172607,873386,"The Cleftones, The Penguins, The Monotones"
690,313397,4609472,"The Revivalists, St. Paul & The Broken Bones, Lukas Nelson & Promise of the Real"
718,260570,11068670,"pinocchioP, Omoi, Kairiki Bear"
835,367232,4100943,"Little Village, Lyle Lovett, Steve Earle"
186,79071,2938060,"Luar La L, Omar Courtz, Chris Jedi"
503,13353,318200,"Cala Vento, Mujeres, Karavana"
592,100660,1705403,"Jordan Davis, Russell Dickerson, Dylan Scott"
34,400255,6394865,"Robag Wruhme, Isolée, Pantha du Prince"
