,Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
975,"Wasted Words (Live at Murat Centre, Indianapolis, In, 7/25/2003)",Allman Brothers,Peakin' at the Beacon,2000,5:46,4,0.304,0.858,3,-7.761,1,0.0533,0.759,0.195,0.984,0.473,85.141,9
976,"Come and Go Blues (Live at Murat Centre, Indianapolis, In, 7/25/2003)",Allman Brothers,Peakin' at the Beacon,2000,6:30,4,0.485,0.909,4,-7.415,0,0.0469,0.697,0.843,0.881,0.731,105.209,6
977,"Old Before My Time (Live at Murat Centre, Indianapolis, In, 7/25/2003)",Allman Brothers,Peakin' at the Beacon,2000,5:44,4,0.411,0.91,2,-6.787,1,0.0648,0.633,0.179,0.951,0.659,80.291,7
978,"High Cost of Low Living (Live at Murat Centre, Indianapolis, In, 7/25/2003)",Allman Brothers,Peakin' at the Beacon,2000,4:48,4,0.317,0.846,7,-6.553,1,0.0403,0.766,0.537,0.946,0.609,103.793,9
979,"Rockin' Horse (Live at Murat Centre, Indianapolis, In, 7/25/2003)",Allman Brothers,Peakin' at the Beacon,2000,5:56,4,0.377,0.901,2,-6.515,1,0.0439,0.672,0.823,0.662,0.688,95.73,7
980,"It's Not My Cross to Bear (Live at Murat Centre, Indianapolis, In, 7/25/2003)",Allman Brothers,Peakin' at the Beacon,2000,3:06,4,0.31,0.882,0,-6.397,0,0.0731,0.737,0.758,0.512,0.545,123.014,9
981,"Soulshine (Live at Meadows Music Centre, Hartford, Ct, 8/3/2003)",Allman Brothers,Hittin' the Note,2003,6:12,4,0.448,0.42,7,-11.181,1,0.0459,0.536,0.000134,0.0813,0.619,88.86,39
982,"Revival (Live at Murat Centre, Indianapolis, In, 7/25/2003)",Allman Brothers,Hittin' the Note,2003,5:23,4,0.445,0.578,7,-7.423,1,0.0323,0.293,0.000602,0.0909,0.259,124.902,19
983,"Southbound (Live at Murat Centre, Indianapolis, In, 7/25/2003)",Allman Brothers,Hittin' the Note,2003,9:20,3,0.388,0.768,8,-6.974,1,0.0408,0.0353,0.142,0.12,0.293,139.612,25
984,"Statesboro Blues (Live at Meadows Music Centre, Hartford, Ct, 8/3/2003)",Allman Brothers,Hittin' the Note,2003,5:06,3,0.417,0.619,9,-6.774,0,0.0265,0.0255,0.0258,0.194,0.406,150.796,26
985,"Who to Believe (Live at Meadows Music Centre, Hartford, Ct, 8/3/2003)",Allman Brothers,Hittin' the Note,2003,12:17,4,0.373,0.949,9,-6.73,1,0.0549,0.00889,0.629,0.0877,0.493,115.126,16
986,"Instrumental Illness (Live at Murat Centre, Indianapolis, In, 7/25/2003)",Allman Brothers,Hittin' the Note,2003,5:51,4,0.365,0.885,0,-6.424,1,0.141,0.0227,0.00189,0.338,0.755,178.774,18
987,"Midnight Rider (Live at Murat Centre, Indianapolis, In, 7/25/2003)",Allman Brothers,Hittin' the Note,2003,7:52,4,0.326,0.825,0,-6.072,1,0.0321,0.0378,0.307,0.195,0.503,87.358,21
988,"Don't Keep Me Wondering (Live at Meadows Music Centre, Hartford, Ct, 8/3/2003)",Allman Brothers,Hittin' the Note,2003,5:38,4,0.558,0.843,7,-5.877,1,0.0376,0.0392,0.0189,0.0767,0.735,87.747,19
989,"Worried Down with the Blues (Live at Meadows Music Centre, Hartford, Ct, 8/3/2003)",Allman Brothers,Hittin' the Note,2003,7:23,4,0.322,0.958,2,-5.593,1,0.06,0.00296,0.71,0.241,0.609,101.999,18
990,"Ain't Wastin' Time No More (Live at Meadows Music Centre, Hartford, Ct, 8/3/2003)",Allman Brothers,Hittin' the Note,2003,4:35,4,0.596,0.833,7,-5.497,1,0.073,0.0328,0.000943,0.0906,0.617,140.808,16
991,"Hoochie Coochie Man (Live at Murat Centre, Indianapolis, In, 7/25/2003)",Allman Brothers,Hittin' the Note,2003,5:17,4,0.502,0.925,4,-5.015,0,0.0638,0.0254,0.28,0.458,0.696,97.153,31
992,"Gambler's Roll (Live at Darien Lakes Performing Arts Center, Darien Center, NY, 8/2/2003)",Allman Brothers,One Way Out,2004,5:37,4,0.369,0.488,4,-7.764,0,0.0313,0.445,0.000422,0.872,0.227,119.938,8
993,"Whipping Post (Live at Meadows Music Centre, Hartford, Ct, 8/3/2003)",Allman Brothers,One Way Out,2004,9:01,4,0.481,0.657,5,-7.452,1,0.0451,0.0868,0.00812,0.822,0.609,128.306,10
994,"Woman Across the River (Live at Darien Lakes Performing Arts Center, Darien Center, NY, 8/2/2003)",Allman Brothers,One Way Out,2004,7:58,3,0.276,0.619,2,-7.189,0,0.0346,0.0482,0.00161,0.975,0.421,167.772,11
995,"Rockin' Horse (Live at Meadows Music Centre, Hartford, Ct, 8/3/2003)",Allman Brothers,One Way Out,2004,13:27,3,0.32,0.76,0,-6.861,0,0.0427,0.0391,0.198,0.932,0.481,147.078,12
996,"Ain't Wastin' Time No More (Live at Darien Lakes Performing Arts Center, Darien Center, NY, 8/2/2003)",Allman Brothers,One Way Out,2004,16:42,4,0.408,0.936,9,-6.812,1,0.0805,0.0182,0.282,0.719,0.522,119.203,9
997,"Midnight Rider (Live at Darien Lakes Performing Arts Center, Darien Center, NY, 8/2/2003)",Allman Brothers,One Way Out,2004,8:42,4,0.3,0.716,0,-6.502,1,0.0318,0.209,0.0535,0.934,0.502,88.745,7
998,"Black Hearted Woman (Live at Darien Lakes Performing Arts Center, Darien Center, NY, 8/2/2003)",Allman Brothers,One Way Out,2004,6:03,4,0.368,0.832,7,-6.461,1,0.0329,0.335,0.0227,0.939,0.629,95.641,8
999,"Desdemona (Live at Darien Lakes Performing Arts Center, Darien Center, NY, 8/2/2003)",Allman Brothers,One Way Out,2004,12:49,3,0.3,0.784,7,-6.341,1,0.0378,0.137,0.53,0.974,0.522,128.301,8
1000,"High Cost of Low Living (Live at Darien Lakes Performing Arts Center, Darien Center, NY, 8/2/2003)",Allman Brothers,One Way Out,2004,15:31,3,0.271,0.852,4,-5.947,0,0.0533,0.022,0.392,0.689,0.484,107.513,11
1001,"Dreams (Live at Meadows Music Centre, Hartford, Ct, 8/3/2003)",Allman Brothers,One Way Out,2004,3:45,4,0.353,0.894,7,-5.94,1,0.0563,0.0747,0.0401,0.972,0.792,136.377,10
1002,"Done Somebody Wrong (Live at Darien Lakes Performing Arts Center, Darien Center, NY, 8/2/2003)",Allman Brothers,One Way Out,2004,6:29,4,0.233,0.871,3,-5.601,1,0.0492,0.0766,0.0231,0.984,0.575,88.969,10
1003,"Melissa (Live at Meadows Music Centre, Hartford, Ct, 8/3/2003)",Allman Brothers,One Way Out,2004,10:12,4,0.29,0.932,9,-5.463,1,0.0701,0.00916,0.0671,0.356,0.587,97.65,13
1004,"Instrumental Illness (Live at Meadows Music Centre, Hartford, Ct, 8/3/2003)",Allman Brothers,One Way Out,2004,5:22,4,0.344,0.926,2,-5.398,1,0.113,0.00847,0.0348,0.987,0.581,121.489,15
1005,"Don't Think Twice, It's Alright (Live at Meadows Music Centre, Hartford, Ct, 8/3/2003)",Allman Brothers,One Way Out,2004,3:16,4,0.391,0.821,7,-5.132,1,0.032,0.508,0.0756,0.694,0.518,91.352,15
1006,"Mountain Jam (Live at Meadows Music Centre, Hartford, Ct, 8/3/2003)",Allman Brothers,One Way Out,2004,7:51,4,0.341,0.915,9,-5.089,1,0.0753,0.0904,0.00121,0.752,0.581,107.89,9
1007,"Stand Back (Live at Meadows Music Centre, Hartford, Ct, 8/3/2003)",Allman Brothers,One Way Out,2004,4:12,4,0.204,0.931,0,-4.984,1,0.0677,0.0704,0.0548,0.726,0.486,90.29,11
1008,"Hoochie Coochie Man (Live at Darien Lakes Performing Arts Center, Darien Center, NY, 8/2/2003)",Allman Brothers,One Way Out,2004,6:38,3,0.326,0.931,0,-4.64,1,0.0984,0.0288,0.00302,0.987,0.702,90.742,10
1009,"Instrumental Illness (Live at Darien Lakes Performing Arts Center, Darien Center, NY, 8/2/2003)",Allman Brothers,One Way Out,2004,5:21,4,0.419,0.961,11,-4.23,0,0.0655,0.0686,0.0116,0.853,0.648,103.368,8
1158,Winter Holidays,America,Holiday Harmony,2002,3:43,4,0.749,0.342,4,-14.484,1,0.027,0.62,2.55e-06,0.0996,0.82,103.964,4
1159,Silent Night,America,Holiday Harmony,2002,4:38,3,0.616,0.312,7,-13.822,0,0.0235,0.315,0.000921,0.0635,0.127,94.991,2
1160,Have Yourself a Merry Little Christmas,America,Holiday Harmony,2002,3:44,4,0.441,0.261,11,-13.806,1,0.0304,0.835,0.0,0.186,0.222,133.873,3
1161,Silver Bells,America,Holiday Harmony,2002,4:54,3,0.552,0.259,0,-13.473,1,0.0286,0.723,0.0,0.108,0.203,86.98,3
1162,The First Noel,America,Holiday Harmony,2002,2:28,3,0.436,0.15,0,-13.245,1,0.0303,0.871,0.0,0.131,0.55,101.452,2
1163,Let It Snow,America,Holiday Harmony,2002,2:46,4,0.597,0.362,5,-13.129,1,0.032,0.51,0.0,0.0973,0.603,127.94,3
1164,It's Beginning to Look a Lot Like Christmas,America,Holiday Harmony,2002,2:39,4,0.636,0.43,9,-13.053,1,0.0315,0.289,0.0,0.0595,0.561,105.928,2
1165,Christmas in California,America,Holiday Harmony,2002,3:24,4,0.623,0.687,3,-11.148,1,0.034,0.224,0.0,0.333,0.74,113.979,3
1166,Winter Wonderland,America,Holiday Harmony,2002,3:16,4,0.66,0.758,4,-10.973,1,0.0307,0.227,5.17e-06,0.22,0.926,118.045,5
1167,A Christmas to Remember,America,Holiday Harmony,2002,3:56,4,0.56,0.368,5,-10.634,1,0.025,0.398,0.0,0.103,0.302,72.034,4
1168,White Christmas,America,Holiday Harmony,2002,3:55,4,0.561,0.564,2,-9.899,1,0.0266,0.212,3.36e-05,0.138,0.671,173.989,4
1169,Sleigh Ride,America,Holiday Harmony,2002,4:03,4,0.393,0.799,2,-9.573,1,0.0417,0.0227,0.0,0.105,0.711,172.923,3
1170,Frosty the Snowman,America,Holiday Harmony,2002,2:31,4,0.557,0.725,1,-9.501,1,0.0293,0.23,0.0,0.101,0.819,139.063,2
1171,A Holly Jolly Christmas!,America,Holiday Harmony,2002,2:24,4,0.667,0.578,4,-8.299,0,0.0335,0.451,0.0,0.155,0.796,70.011,2
1172,All I Think About Is You,America,Here & Now (Expanded Edition),2007,2:20,4,0.623,0.343,8,-11.027,1,0.0256,0.593,0.000422,0.0919,0.443,78.042,9
1173,Love & Leaving,America,Here & Now (Expanded Edition),2007,3:39,4,0.615,0.434,5,-9.707,1,0.0253,0.32,0.000328,0.095,0.359,138.009,9
1174,This Time,America,Here & Now (Expanded Edition),2007,3:57,4,0.604,0.431,9,-9.576,1,0.0263,0.432,0.000328,0.0893,0.238,101.052,9
1175,Golden,America,Here & Now (Expanded Edition),2007,4:17,4,0.51,0.47,7,-8.993,1,0.0273,0.376,0.000184,0.0997,0.243,108.062,12
1176,Walk In The Woods,America,Here & Now (Expanded Edition),2007,4:11,3,0.437,0.413,4,-8.289,0,0.0268,0.024,0.0163,0.0943,0.185,107.565,11
1177,Indian Summer,America,Here & Now (Expanded Edition),2007,3:25,4,0.535,0.826,8,-7.917,1,0.0263,0.00912,2.7e-05,0.0881,0.757,105.041,17
1178,Muskrat Love - Live,America,Here & Now (Expanded Edition),2007,3:07,4,0.305,0.635,4,-7.536,1,0.0363,0.713,9.09e-06,0.722,0.571,181.682,10
1179,Ride On,America,Here & Now (Expanded Edition),2007,4:01,4,0.595,0.798,4,-7.411,0,0.028,0.0271,0.000135,0.24,0.67,129.048,12
1180,Chasing The Rainbow,America,Here & Now (Expanded Edition),2007,3:17,4,0.751,0.698,0,-7.159,0,0.0246,0.138,0.000232,0.144,0.485,110.055,28
1181,One Chance,America,Here & Now (Expanded Edition),2007,4:26,4,0.636,0.64,8,-6.913,1,0.0248,0.144,2.68e-05,0.0959,0.439,110.004,11
1182,Look At Me Now,America,Here & Now (Expanded Edition),2007,4:04,4,0.587,0.771,4,-6.749,1,0.0276,0.00108,5.63e-06,0.0852,0.659,112.135,9
1183,Daisy Jane - Live,America,Here & Now (Expanded Edition),2007,3:02,4,0.41,0.608,0,-6.04,1,0.0328,0.71,1.96e-06,0.715,0.555,89.321,10
1184,I Need You - Live,America,Here & Now (Expanded Edition),2007,2:32,4,0.292,0.698,7,-5.772,1,0.0406,0.251,0.0,0.693,0.368,136.288,14
1185,Work To Do,America,Here & Now (Expanded Edition),2007,2:53,4,0.597,0.871,4,-5.74,1,0.0302,0.0287,1.82e-06,0.145,0.922,120.06,16
1186,Only In Your Heart - Live,America,Here & Now (Expanded Edition),2007,3:04,4,0.467,0.804,0,-5.356,1,0.0484,0.196,1.81e-06,0.718,0.713,88.449,7
1187,Ventura Highway - Live,America,Here & Now (Expanded Edition),2007,3:45,4,0.548,0.856,2,-5.24,1,0.0378,0.291,2.77e-05,0.921,0.552,130.648,23
1188,Tin Man - Live,America,Here & Now (Expanded Edition),2007,3:46,4,0.327,0.891,7,-4.991,1,0.0692,0.604,0.000278,0.897,0.725,81.372,14
1189,Always Love,America,Here & Now (Expanded Edition),2007,3:24,4,0.537,0.789,2,-4.83,1,0.0281,0.0194,0.0,0.166,0.437,122.019,11
1190,Woman Tonight - Live,America,Here & Now (Expanded Edition),2007,2:28,4,0.628,0.885,4,-4.571,0,0.0479,0.58,7.39e-06,0.865,0.885,122.917,6
1191,Don't Cross the River - Live,America,Here & Now (Expanded Edition),2007,2:24,4,0.169,0.965,2,-3.886,1,0.246,0.0678,0.0,0.925,0.505,192.347,10
1192,America,America,Back Pages,2011,3:40,3,0.384,0.29,2,-11.945,1,0.0296,0.757,3.93e-06,0.288,0.411,180.548,13
1193,My Back Pages,America,Back Pages,2011,4:24,4,0.472,0.228,2,-10.554,1,0.0328,0.841,0.0,0.113,0.268,89.92,19
1194,Caroline,America,Back Pages,2011,3:22,4,0.547,0.37,9,-10.241,0,0.0235,0.779,8.95e-05,0.0862,0.31,75.981,11
1195,Crying In My Sleep,America,Back Pages,2011,4:41,4,0.567,0.293,2,-9.533,1,0.0288,0.426,0.0,0.0836,0.356,137.494,7
1196,On The Way Home,America,Back Pages,2011,2:37,4,0.665,0.417,2,-9.356,1,0.0284,0.714,4.82e-06,0.138,0.73,115.069,9
1197,Something In The Way She Moves,America,Back Pages,2011,4:21,3,0.469,0.405,7,-8.99,1,0.0327,0.389,0.0,0.108,0.274,75.758,9
1198,Woodstock,America,Back Pages,2011,3:52,4,0.689,0.568,7,-8.201,0,0.0275,0.228,0.0,0.11,0.587,115.987,16
1199,Time Of The Season,America,Back Pages,2011,3:39,4,0.78,0.574,1,-8.064,0,0.0333,0.0377,9.76e-05,0.0897,0.39,115.992,14
1200,Sailing to Philadelphia,America,Back Pages,2011,4:57,4,0.52,0.452,9,-8.03,0,0.0254,0.558,6.54e-06,0.0758,0.208,98.456,12
1201,Till I Hear From You,America,Back Pages,2011,3:45,4,0.624,0.683,9,-7.44,1,0.0289,0.206,1.36e-06,0.0824,0.507,121.961,8
1202,Someday,America,Back Pages,2011,3:37,4,0.65,0.604,2,-6.673,1,0.0293,0.156,0.0,0.125,0.376,110.909,8
1203,A Road Song,America,Back Pages,2011,3:15,4,0.659,0.626,5,-5.991,1,0.0295,0.107,0.0,0.188,0.543,121.965,11
1204,Sister Golden Hair,America,"Archives, Vol. 1",2015,3:03,4,0.602,0.222,4,-15.283,1,0.0373,0.859,8.59e-05,0.0893,0.434,129.224,18
1205,Daisy Jane,America,"Archives, Vol. 1",2015,3:29,4,0.436,0.222,0,-14.293,1,0.0429,0.841,0.0,0.208,0.326,178.797,18
1206,Rainy Day,America,"Archives, Vol. 1",2015,2:49,4,0.452,0.355,4,-11.714,0,0.031,0.674,0.000107,0.0941,0.282,151.339,14
1207,I Need You,America,"Archives, Vol. 1",2015,3:41,3,0.533,0.577,7,-10.67,1,0.0332,0.105,0.0,0.0842,0.377,134.946,17
1208,Horse With No Name,America,"Archives, Vol. 1",2015,5:04,4,0.773,0.702,2,-9.997,1,0.0636,0.175,0.00318,0.137,0.963,125.261,22
1209,Riverside,America,"Archives, Vol. 1",2015,3:45,4,0.595,0.714,2,-9.6,1,0.0356,0.288,0.0261,0.137,0.871,81.603,12
1210,Green Monkey,America,"Archives, Vol. 1",2015,3:43,4,0.716,0.474,4,-8.918,0,0.0697,0.749,1.76e-05,0.11,0.215,122.278,7
1211,Rainbow Song,America,"Archives, Vol. 1",2015,5:53,4,0.531,0.606,11,-8.398,0,0.0643,0.135,0.224,0.348,0.525,116.085,8
1212,Ventura Highway,America,"Archives, Vol. 1",2015,4:09,4,0.608,0.685,2,-8.283,1,0.0333,0.239,0.0,0.304,0.895,130.185,22
1213,Story of a Teenager,America,"Archives, Vol. 1",2015,3:19,4,0.408,0.75,2,-7.885,0,0.0315,0.174,2.06e-06,0.107,0.395,111.528,10
1214,It's Life,America,"Archives, Vol. 1",2015,4:14,4,0.334,0.659,7,-7.794,1,0.0256,0.233,0.0,0.183,0.387,94.655,15
1215,Cornwall Blank,America,"Archives, Vol. 1",2015,4:37,4,0.49,0.683,4,-7.663,1,0.0415,0.344,0.00655,0.22,0.361,125.796,8
1216,Woman Tonight,America,"Archives, Vol. 1",2015,2:37,4,0.761,0.695,4,-7.662,0,0.0612,0.241,0.0,0.362,0.636,123.368,13
1217,"Look Up, Look Down",America,"Archives, Vol. 1",2015,2:11,4,0.553,0.613,7,-6.038,1,0.0309,0.265,0.0,0.219,0.652,128.75,26
1218,Only In Your Heart,America,"Archives, Vol. 1",2015,2:11,4,0.559,0.775,7,-4.98,1,0.0331,0.421,0.0,0.0794,0.832,160.299,14
1219,Early Days,America,Lost & Found,2015,3:38,4,0.583,0.454,0,-14.907,1,0.0363,0.693,0.00222,0.0864,0.453,141.067,8
1220,One Horse Town,America,Lost & Found,2015,4:27,5,0.42,0.171,7,-14.242,1,0.0382,0.902,0.00375,0.177,0.277,114.812,10
1221,Don't Let Her Close Your Eyes,America,Lost & Found,2015,4:46,4,0.529,0.436,10,-13.844,1,0.0291,0.532,0.009,0.0954,0.539,154.977,8
1222,Many Colors,America,Lost & Found,2015,3:23,4,0.574,0.397,4,-13.75,0,0.0324,0.732,0.00022,0.106,0.262,86.988,8
1223,Quiet,America,Lost & Found,2015,3:22,4,0.761,0.416,4,-13.229,0,0.0343,0.878,0.0167,0.121,0.502,115.035,11
1224,Green,America,Lost & Found,2015,4:43,4,0.602,0.513,6,-12.252,0,0.0288,0.111,0.216,0.127,0.545,93.981,13
1225,Driving,America,Lost & Found,2015,3:42,4,0.686,0.729,10,-11.885,0,0.031,0.106,0.000799,0.0981,0.822,139.948,15
1226,All in All,America,Lost & Found,2015,4:17,4,0.628,0.474,7,-11.734,1,0.0283,0.618,0.000524,0.121,0.549,119.977,11
1227,Out on the Street,America,Lost & Found,2015,2:58,4,0.709,0.673,0,-10.295,1,0.0287,0.638,1.5e-06,0.127,0.836,121.02,10
1228,Dream Come True,America,Lost & Found,2015,4:17,4,0.593,0.63,9,-10.21,1,0.0385,0.0891,7.6e-06,0.111,0.773,131.053,8
1616,Loose Talk Costs Lives,Bee Gees,This Is Where I Came In,2001,4:19,4,0.722,0.331,4,-11.561,1,0.0475,0.0634,1.62e-05,0.201,0.374,91.99,23
1617,Technicolor Dreams,Bee Gees,This Is Where I Came In,2001,3:04,4,0.866,0.404,1,-9.788,0,0.294,0.67,0.0,0.124,0.725,118.557,28
1618,This Is Where I Came In,Bee Gees,This Is Where I Came In,2001,4:55,4,0.707,0.496,4,-7.905,0,0.0383,0.292,0.0,0.0654,0.459,93.983,40
1619,The Extra Mile,Bee Gees,This Is Where I Came In,2001,4:20,3,0.536,0.323,9,-7.893,1,0.0267,0.375,6.15e-06,0.0918,0.162,138.868,20
1620,Sacred Trust,Bee Gees,This Is Where I Came In,2001,4:53,4,0.863,0.624,2,-7.784,1,0.0353,0.129,0.00263,0.0328,0.621,111.01,36
1621,Embrace,Bee Gees,This Is Where I Came In,2001,4:43,4,0.641,0.738,11,-7.169,1,0.029,0.00554,4.57e-05,0.244,0.428,117.997,24
1622,Voice In The Wilderness,Bee Gees,This Is Where I Came In,2001,4:37,4,0.49,0.783,7,-6.815,1,0.0567,0.000815,0.0049,0.161,0.183,190.973,19
1623,She Keeps On Coming,Bee Gees,This Is Where I Came In,2001,3:56,4,0.831,0.747,2,-6.145,1,0.0295,0.0551,0.0721,0.22,0.648,124.968,27
1624,Déjà Vu,Bee Gees,This Is Where I Came In,2001,4:17,4,0.583,0.8,0,-5.955,1,0.0253,0.00274,0.0,0.255,0.503,98.03,25
1625,Man In The Middle,Bee Gees,This Is Where I Came In,2001,4:21,4,0.717,0.789,2,-5.825,1,0.0308,0.429,0.000439,0.0765,0.879,111.508,33
1626,Wedding Day,Bee Gees,This Is Where I Came In,2001,4:43,4,0.686,0.614,2,-5.743,1,0.0298,0.165,0.0,0.145,0.194,108.956,46
1627,Walking On Air,Bee Gees,This Is Where I Came In,2001,4:05,4,0.786,0.863,4,-5.701,0,0.0268,0.127,0.000538,0.047,0.971,113.996,27
1734,Invention in C Minor,Billy Joel,Fantasies & Delusions,2001,1:04,4,0.315,0.0971,0,-32.579,0,0.0504,0.991,0.916,0.115,0.24,97.169,15
1735,Suite for Piano (Star-Crossed): Innamorato,Billy Joel,Fantasies & Delusions,2001,7:46,4,0.317,0.0109,7,-30.638,0,0.0392,0.994,0.924,0.0621,0.0331,95.066,13
1736,Waltz # 2 (Steinway Hall),Billy Joel,Fantasies & Delusions,2001,7:00,3,0.236,0.0357,7,-29.134,1,0.0377,0.991,0.929,0.0684,0.0406,97.525,12
1737,Air (Dublinesque),Billy Joel,Fantasies & Delusions,2001,3:46,4,0.274,0.0348,0,-28.103,1,0.045,0.993,0.919,0.0759,0.0862,68.967,22
1738,Aria (Grand Canal),Billy Joel,Fantasies & Delusions,2001,11:08,4,0.364,0.0262,0,-27.07,1,0.0381,0.994,0.867,0.0785,0.0383,135.379,14
1739,Waltz # 1 (Nunley's Carousel),Billy Joel,Fantasies & Delusions,2001,6:58,4,0.279,0.0328,7,-26.632,1,0.045,0.994,0.892,0.0788,0.108,56.383,16
1740,Suite for Piano (Star-Crossed): Delusion,Billy Joel,Fantasies & Delusions,2001,3:37,4,0.332,0.0534,9,-26.622,1,0.0402,0.989,0.918,0.0822,0.0549,103.521,13
1741,Reverie (Villa D'Este),Billy Joel,Fantasies & Delusions,2001,9:31,3,0.318,0.0361,2,-26.529,0,0.0449,0.993,0.832,0.0669,0.0386,64.014,17
1742,Soliloquy (On a Separation),Billy Joel,Fantasies & Delusions,2001,11:26,4,0.356,0.0308,7,-26.009,1,0.0392,0.993,0.914,0.093,0.0376,134.13,25
1743,Waltz # 3 (For Lola),Billy Joel,Fantasies & Delusions,2001,3:28,4,0.371,0.0326,10,-25.225,0,0.044,0.989,0.905,0.0963,0.0478,67.402,12
1744,Fantasy (Film Noir),Billy Joel,Fantasies & Delusions,2001,8:56,4,0.358,0.0424,3,-24.608,1,0.0386,0.991,0.874,0.102,0.0392,101.196,12
1745,Suite for Piano (Star-Crossed): Sorbetto,Billy Joel,Fantasies & Delusions,2001,1:30,4,0.397,0.147,7,-24.606,1,0.0388,0.994,0.918,0.0837,0.19,147.903,12
1915,Zeitgeist,Black Sabbath,13,2013,4:37,4,0.484,0.252,3,-12.774,0,0.0321,0.816,0.0399,0.377,0.166,111.917,42
1916,God Is Dead?,Black Sabbath,13,2013,8:52,4,0.379,0.726,3,-4.935,0,0.0332,0.000193,0.00266,0.0578,0.178,120.012,53
1917,Damaged Soul,Black Sabbath,13,2013,7:51,4,0.367,0.751,1,-4.862,1,0.0508,0.00482,0.509,0.0935,0.36,135.573,34
1918,Dear Father,Black Sabbath,13,2013,7:20,4,0.416,0.943,3,-4.313,0,0.0751,0.00172,0.00241,0.26,0.331,140.017,31
1919,End Of The Beginning,Black Sabbath,13,2013,8:06,4,0.308,0.882,6,-4.039,1,0.0613,8.23e-05,0.0939,0.0949,0.168,123.859,39
1920,Age Of Reason,Black Sabbath,13,2013,7:01,4,0.314,0.827,3,-4.021,0,0.0441,8.93e-05,0.291,0.152,0.398,127.071,36
1921,Peace Of Mind,Black Sabbath,13,2013,3:40,4,0.341,0.817,8,-3.996,0,0.0425,0.00352,0.00365,0.118,0.523,131.991,33
1922,Methademic,Black Sabbath,13,2013,5:58,4,0.409,0.962,11,-3.713,1,0.0835,7.26e-05,0.021,0.128,0.222,77.021,31
1923,Dirty Women - Live in Australia / 2013,Black Sabbath,13,2013,7:20,4,0.23,0.95,9,-3.707,1,0.0739,7.18e-05,0.0616,0.925,0.338,113.447,24
1924,Live Forever,Black Sabbath,13,2013,4:46,4,0.341,0.885,10,-3.476,0,0.0375,7.27e-06,0.0154,0.251,0.595,127.271,33
1925,Loner,Black Sabbath,13,2013,4:59,4,0.469,0.873,1,-3.07,1,0.0291,0.00103,0.00716,0.245,0.737,104.057,47
1926,Pariah,Black Sabbath,13,2013,5:34,4,0.482,0.851,3,-2.821,0,0.0295,0.000824,0.0265,0.0588,0.295,109.62,34
2025,Magic (Asadoya Yunta),Blondie,The Curse of Blondie,2003,4:05,4,0.666,0.306,1,-10.217,1,0.0302,0.0121,0.000557,0.125,0.182,83.023,7
2026,Songs of Love (For Richard),Blondie,The Curse of Blondie,2003,6:46,4,0.499,0.322,9,-9.942,0,0.0246,0.24,0.0,0.0617,0.109,80.007,6
2027,Hello Joe,Blondie,The Curse of Blondie,2003,4:06,4,0.689,0.669,9,-9.916,0,0.0695,0.026,0.0013,0.248,0.741,160.054,8
2028,Diamond Bridge,Blondie,The Curse of Blondie,2003,4:07,4,0.577,0.507,10,-7.11,0,0.0312,0.00156,3.03e-05,0.104,0.407,125.527,7
2029,Desire Brings Me Back,Blondie,The Curse of Blondie,2003,5:31,4,0.482,0.675,10,-6.963,0,0.0884,0.00474,0.000223,0.0828,0.504,118.645,6
2030,The Tingler,Blondie,The Curse of Blondie,2003,3:52,4,0.725,0.818,6,-6.759,0,0.0593,0.0664,0.00764,0.0383,0.668,114.547,7
2031,Shakedown,Blondie,The Curse of Blondie,2003,5:05,4,0.664,0.7,1,-6.4,1,0.155,0.0743,0.0,0.396,0.535,80.023,10
2032,End to End,Blondie,The Curse of Blondie,2003,3:59,4,0.622,0.873,7,-6.359,1,0.0637,5.96e-05,0.00679,0.123,0.805,124.523,22
2033,Rules for Living,Blondie,The Curse of Blondie,2003,5:12,4,0.625,0.649,7,-5.852,1,0.0504,0.000279,0.0552,0.0849,0.632,167.413,9
2034,Good Boys,Blondie,The Curse of Blondie,2003,4:18,4,0.667,0.728,1,-5.466,0,0.0302,0.00295,0.00218,0.0626,0.837,116.003,27
2035,Last One in the World,Blondie,The Curse of Blondie,2003,4:31,4,0.478,0.983,4,-5.416,0,0.07,0.000155,0.000135,0.122,0.379,118.26,9
2036,Background Melody (The Only One),Blondie,The Curse of Blondie,2003,3:54,4,0.573,0.72,3,-4.873,1,0.0555,0.0018,2.77e-06,0.16,0.468,172.888,8
2037,Undone,Blondie,The Curse of Blondie,2003,4:28,4,0.612,0.854,2,-4.472,1,0.0781,0.000847,1.61e-05,0.334,0.496,124.001,10
2038,Golden Rod,Blondie,The Curse of Blondie,2003,5:23,4,0.486,0.941,0,-3.943,1,0.0671,0.00022,4.93e-05,0.33,0.352,134.45,10
2039,China Shoes,Blondie,Panic of Girls,2011,4:21,4,0.589,0.672,0,-7.745,1,0.025,0.0493,0.000185,0.23,0.43,90.993,9
2040,Le Blue,Blondie,Panic of Girls,2011,4:28,3,0.232,0.549,4,-7.406,0,0.0309,0.0019,2.95e-05,0.272,0.189,179.747,8
